Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1995,AL,California Angels,45,28.8,5.52,145,5690,5019,801,1390,252,25,186,761,58,39,564,889,.277,.352,.448,.800,108,2250,115,36,33,38,40,1056
1995,AL,Chicago White Sox,46,29.6,5.21,145,5770,5060,755,1417,252,37,146,712,110,39,576,767,.280,.354,.431,.785,107,2181,106,32,46,56,54,1155
1995,AL,Cleveland Indians,41,29.1,5.83,144,5686,5028,840,1461,279,23,207,803,132,53,542,766,.291,.361,.479,.839,116,2407,128,35,31,48,40,1018
1995,AL,Detroit Tigers,45,28.8,4.54,144,5535,4865,654,1204,228,29,159,619,73,36,551,987,.247,.327,.404,.731,90,1967,121,41,35,43,30,1017
1995,AL,Kansas City Royals,51,29.1,4.37,144,5528,4903,629,1275,240,35,119,578,120,53,475,849,.260,.328,.396,.724,87,1942,105,43,66,39,33,1018
1995,AL,Milwaukee Brewers,41,27.9,5.14,144,5631,5000,740,1329,249,42,128,700,105,40,502,800,.266,.336,.409,.745,89,2046,105,46,41,42,20,1012
1995,AL,Minnesota Twins,46,27.4,4.88,144,5588,5005,703,1398,270,34,120,662,105,57,471,916,.279,.346,.419,.765,98,2096,152,58,18,36,32,1025
1995,AL,New York Yankees,42,31.1,5.17,145,5699,4947,749,1365,280,34,122,709,50,30,625,851,.276,.357,.420,.778,103,2079,139,39,20,68,36,1126
1995,AL,Oakland Athletics,44,29.5,5.07,144,5617,4916,730,1296,228,18,169,694,112,46,565,911,.264,.341,.420,.762,106,2067,108,45,32,58,25,1049
1995,AL,Seattle Mariners,46,28.7,5.49,145,5671,4996,796,1377,276,20,182,767,110,41,549,871,.276,.350,.448,.798,106,2239,109,39,52,34,53,1033
1995,AL,Texas Rangers,46,29.0,4.80,144,5566,4913,691,1304,247,24,138,651,90,47,526,877,.265,.338,.410,.747,92,2013,112,33,49,45,28,1031
1995,AL,Toronto Blue Jays,39,28.9,4.46,144,5650,5036,642,1309,275,27,140,613,75,16,492,906,.260,.328,.409,.737,92,2058,119,44,33,45,27,1079
2000,NL,Arizona Diamondbacks,41,30.8,4.89,162,6241,5527,792,1466,282,44,179,756,97,44,535,975,.265,.333,.429,.763,88,2373,114,59,61,58,37,1128
2000,NL,Atlanta Braves,47,30.8,5.00,162,6275,5489,810,1490,274,26,179,758,148,56,595,1010,.271,.346,.429,.775,95,2353,127,59,87,45,38,1192
2000,NL,Chicago Cubs,51,30.7,4.72,162,6397,5577,764,1426,272,23,183,722,93,37,632,1120,.256,.335,.411,.746,90,2293,114,54,89,45,50,1215
2000,NL,Cincinnati Reds,45,29.2,5.06,163,6373,5635,825,1545,302,36,200,794,100,38,559,995,.274,.343,.447,.790,96,2519,137,64,56,58,60,1189
2000,NL,Colorado Rockies,49,29.2,5.98,162,6453,5660,968,1664,320,53,161,905,131,61,601,907,.294,.362,.455,.816,87,2573,126,42,75,75,64,1198
2000,NL,Florida Marlins,40,26.1,4.54,161,6203,5509,731,1441,274,29,160,691,168,55,540,1184,.262,.331,.409,.740,91,2253,100,60,42,51,39,1168
2000,NL,Houston Astros,46,29.1,5.79,162,6444,5570,938,1547,289,36,249,900,114,52,673,1129,.278,.361,.477,.837,104,2655,154,83,57,61,57,1171
2000,NL,Los Angeles Dodgers,46,29.6,4.93,162,6312,5481,798,1408,265,28,211,756,95,42,668,1083,.257,.341,.431,.771,99,2362,129,51,66,46,42,1188
2000,NL,Milwaukee Brewers,46,28.9,4.54,163,6355,5563,740,1366,297,25,177,708,72,44,620,1245,.246,.325,.403,.729,85,2244,126,61,61,49,47,1183
2000,NL,Montreal Expos,49,26.2,4.56,162,6153,5535,738,1475,310,35,178,705,58,48,476,1048,.266,.326,.432,.758,87,2389,111,29,78,34,53,1100
2000,NL,New York Mets,47,30.4,4.98,162,6328,5486,807,1445,281,20,198,761,66,46,675,1037,.263,.346,.430,.776,98,2360,122,45,70,51,42,1214
2000,NL,Philadelphia Phillies,51,28.6,4.37,162,6273,5511,708,1386,304,40,144,668,102,30,611,1117,.251,.329,.400,.729,83,2202,115,44,70,37,40,1209
2000,NL,Pittsburgh Pirates,46,28.3,4.90,162,6369,5643,793,1506,320,31,168,749,86,40,564,1032,.267,.339,.424,.762,92,2392,133,66,59,37,41,1202
2000,NL,San Diego Padres,56,28.6,4.64,162,6291,5560,752,1413,279,37,157,714,131,53,602,1177,.254,.330,.402,.732,91,2237,123,46,39,43,50,1155
2000,NL,San Francisco Giants,36,29.9,5.71,162,6418,5519,925,1535,304,44,226,889,79,39,709,1032,.278,.362,.472,.834,115,2605,131,51,73,66,60,1213
2000,NL,St. Louis Cardinals,46,29.6,5.48,162,6369,5478,887,1481,259,25,235,841,87,51,675,1253,.270,.356,.455,.812,103,2495,116,84,79,53,33,1214
2000,AL,Anaheim Angels,45,27.6,5.33,162,6373,5628,864,1574,309,34,236,837,93,52,608,1024,.280,.352,.472,.825,105,2659,126,47,47,43,43,1173
2000,AL,Baltimore Orioles,50,32.1,4.90,162,6238,5549,794,1508,310,22,184,750,126,65,558,900,.272,.341,.435,.776,100,2414,148,49,27,54,34,1129
2000,AL,Boston Red Sox,52,29.3,4.89,162,6371,5630,792,1503,316,32,167,755,43,30,611,1019,.267,.341,.423,.764,90,2384,115,42,40,48,40,1226
2000,AL,Chicago White Sox,42,27.6,6.04,162,6410,5646,978,1615,325,33,216,926,119,42,591,960,.286,.356,.470,.826,106,2654,140,53,55,61,28,1127
2000,AL,Cleveland Indians,55,30.1,5.86,162,6512,5683,950,1639,310,30,221,889,113,34,685,1057,.288,.367,.470,.837,110,2672,134,51,41,52,27,1260
2000,AL,Detroit Tigers,45,29.0,5.08,162,6343,5644,823,1553,307,41,177,785,83,38,562,982,.275,.343,.438,.781,102,2473,142,43,42,49,22,1185
2000,AL,Kansas City Royals,44,27.6,5.43,162,6394,5709,879,1644,281,27,150,831,121,35,511,840,.288,.348,.425,.773,93,2429,139,48,56,70,28,1184
2000,AL,Minnesota Twins,41,26.4,4.62,162,6283,5615,748,1516,325,49,116,711,90,45,556,1021,.270,.337,.407,.744,85,2287,143,35,24,51,31,1198
2000,AL,New York Yankees,46,31.4,5.41,161,6311,5556,871,1541,294,25,205,833,99,48,631,1007,.277,.354,.450,.804,103,2500,134,57,16,50,42,1189
2000,AL,Oakland Athletics,44,27.3,5.88,161,6432,5560,947,1501,281,23,239,908,40,15,750,1159,.270,.360,.458,.817,109,2545,147,52,26,44,32,1210
2000,AL,Seattle Mariners,37,31.3,5.60,162,6444,5497,907,1481,300,26,198,869,122,56,775,1073,.269,.361,.442,.803,108,2427,129,48,63,61,34,1247
2000,AL,Tampa Bay Devil Rays,51,30.1,4.55,161,6206,5505,733,1414,253,22,162,692,90,46,558,1022,.257,.329,.399,.728,85,2197,126,51,52,40,25,1140
2000,AL,Texas Rangers,42,29.5,5.23,162,6364,5648,848,1601,330,35,173,806,69,47,580,922,.283,.352,.446,.798,100,2520,161,39,48,48,39,1198
2000,AL,Toronto Blue Jays,45,28.1,5.31,162,6326,5677,861,1562,328,21,244,826,89,34,526,1026,.275,.341,.469,.810,101,2664,130,60,29,34,32,1152
2005,NL,Arizona Diamondbacks,43,30.3,4.30,162,6327,5550,696,1419,291,27,191,670,67,26,606,1094,.256,.332,.421,.754,94,2337,132,55,71,45,51,1247
2005,NL,Atlanta Braves,45,28.1,4.75,162,6186,5486,769,1453,308,37,184,733,92,32,534,1084,.265,.333,.435,.768,99,2387,146,45,75,46,56,1114
2005,NL,Chicago Cubs,46,29.8,4.34,162,6161,5584,703,1506,323,23,194,674,65,39,419,920,.270,.324,.440,.764,95,2457,131,50,69,37,49,1133
2005,NL,Cincinnati Reds,46,28.6,5.03,163,6321,5565,820,1453,335,15,222,784,72,23,611,1303,.261,.339,.446,.785,104,2484,116,62,43,39,42,1176
2005,NL,Colorado Rockies,54,27.2,4.57,162,6238,5542,740,1477,280,34,150,704,65,32,509,1103,.267,.333,.411,.744,85,2275,125,64,88,34,36,1197
2005,NL,Florida Marlins,47,29.7,4.43,162,6214,5502,717,1499,306,32,128,678,96,38,512,918,.272,.339,.409,.748,101,2253,144,67,82,50,61,1181
2005,NL,Houston Astros,36,30.2,4.25,163,6139,5462,693,1400,281,32,161,654,115,44,481,1037,.256,.322,.408,.730,90,2228,116,72,82,42,43,1136
2005,NL,Los Angeles Dodgers,44,28.6,4.23,162,6134,5433,685,1374,284,21,149,653,58,35,541,1094,.253,.326,.395,.721,90,2147,139,67,57,33,30,1135
2005,NL,Milwaukee Brewers,39,28.4,4.48,162,6156,5448,726,1413,327,19,175,689,79,34,531,1162,.259,.331,.423,.754,97,2303,137,73,66,38,55,1120
2005,NL,New York Mets,42,28.8,4.46,162,6146,5505,722,1421,279,32,175,683,153,40,486,1075,.258,.322,.416,.738,95,2289,103,48,69,38,49,1122
2005,NL,Philadelphia Phillies,40,30.0,4.98,162,6345,5542,807,1494,282,35,167,760,116,27,639,1083,.270,.348,.423,.772,98,2347,107,56,62,46,76,1251
2005,NL,Pittsburgh Pirates,44,27.4,4.20,162,6221,5573,680,1445,292,38,139,656,73,30,471,1092,.259,.322,.400,.723,90,2230,130,72,56,49,38,1193
2005,NL,San Diego Padres,46,31.0,4.22,162,6271,5502,684,1416,269,39,130,655,99,44,600,977,.257,.333,.391,.724,97,2153,122,49,72,48,41,1220
2005,NL,San Francisco Giants,50,32.2,4.01,162,6077,5462,649,1427,299,26,128,617,71,35,431,901,.261,.319,.396,.714,86,2162,147,49,91,44,26,1093
2005,NL,St. Louis Cardinals,40,30.8,4.97,162,6246,5538,805,1494,287,26,170,757,83,36,534,947,.270,.339,.423,.762,98,2343,127,62,77,35,60,1152
2005,NL,Washington Nationals,55,29.3,3.94,162,6142,5426,639,1367,311,32,117,615,45,45,491,1090,.252,.322,.386,.708,89,2093,130,89,91,45,55,1137
2005,AL,Baltimore Orioles,46,31.5,4.50,162,6135,5551,729,1492,296,27,189,700,83,37,447,902,.269,.327,.434,.761,102,2409,145,54,40,42,31,1103
2005,AL,Boston Red Sox,52,31.3,5.62,162,6403,5626,910,1579,339,21,199,863,45,12,653,1044,.281,.357,.454,.811,111,2557,135,47,14,63,34,1249
2005,AL,Chicago White Sox,38,29.3,4.57,162,6146,5529,741,1450,253,23,200,713,137,67,435,1002,.262,.322,.425,.747,95,2349,122,79,53,49,27,1032
2005,AL,Cleveland Indians,38,27.5,4.88,162,6255,5609,790,1522,337,30,207,760,62,36,503,1093,.271,.334,.453,.787,111,2540,128,54,39,50,33,1148
2005,AL,Detroit Tigers,45,28.5,4.46,162,6136,5602,723,1521,283,45,168,678,66,28,384,1038,.272,.321,.428,.750,100,2398,137,53,44,52,24,1077
2005,AL,Kansas City Royals,46,28.0,4.33,162,6086,5503,701,1445,289,34,126,653,53,33,424,1008,.263,.320,.396,.716,91,2180,139,63,46,50,23,1062
2005,AL,Los Angeles Angels of Anaheim,40,29.8,4.70,162,6186,5624,761,1520,278,30,147,726,161,57,447,848,.270,.325,.409,.734,96,2299,125,29,43,39,51,1086
2005,AL,Minnesota Twins,37,27.6,4.25,162,6192,5564,688,1441,269,32,134,644,102,44,485,978,.259,.323,.391,.714,88,2176,155,59,42,42,49,1109
2005,AL,New York Yankees,51,32.3,5.47,162,6406,5624,886,1552,259,16,229,847,84,27,637,989,.276,.355,.450,.805,115,2530,125,73,28,43,41,1264
2005,AL,Oakland Athletics,41,28.6,4.77,162,6275,5627,772,1476,310,20,155,739,31,22,537,819,.262,.330,.407,.737,96,2291,148,52,19,40,22,1170
2005,AL,Seattle Mariners,48,28.7,4.31,162,6095,5507,699,1408,289,34,130,657,102,47,466,986,.256,.317,.391,.709,92,2155,115,48,37,37,50,1076
2005,AL,Tampa Bay Devil Rays,43,27.5,4.63,162,6120,5552,750,1519,289,40,157,717,151,49,412,990,.274,.329,.425,.754,101,2359,133,69,34,51,25,1065
2005,AL,Texas Rangers,50,27.9,5.34,162,6301,5716,865,1528,311,29,260,834,67,15,495,1112,.267,.329,.468,.798,105,2677,123,48,9,32,20,1104
2005,AL,Toronto Blue Jays,37,27.9,4.78,162,6233,5581,775,1480,307,39,136,735,72,35,486,955,.265,.331,.407,.738,94,2273,126,89,21,56,18,1118
2010,NL,Arizona Diamondbacks,48,26.8,4.40,162,6183,5473,713,1366,301,34,180,691,86,41,589,1529,.250,.325,.416,.740,94,2275,113,39,41,41,45,1139
2010,NL,Atlanta Braves,43,28.6,4.56,162,6252,5463,738,1411,312,25,139,699,63,29,634,1140,.258,.339,.401,.740,101,2190,136,51,69,35,50,1222
2010,NL,Chicago Cubs,44,29.3,4.23,162,6140,5512,685,1414,298,27,149,658,55,31,479,1236,.257,.320,.401,.721,90,2213,124,50,60,38,32,1129
2010,NL,Cincinnati Reds,44,29.0,4.88,162,6285,5579,790,1515,293,30,188,761,93,43,522,1218,.272,.338,.436,.774,106,2432,113,68,66,50,34,1174
2010,NL,Colorado Rockies,43,28.8,4.75,162,6265,5530,770,1452,270,54,173,741,99,42,585,1274,.263,.336,.425,.760,92,2349,103,47,56,47,53,1175
2010,NL,Florida Marlins,57,26.9,4.44,162,6194,5531,719,1403,294,37,152,686,92,26,514,1375,.254,.321,.403,.724,92,2227,107,55,51,43,42,1154
2010,NL,Houston Astros,48,29.6,3.77,162,6005,5452,611,1348,252,25,108,577,100,36,415,1025,.247,.303,.362,.665,81,1974,130,33,75,29,27,1060
2010,NL,Los Angeles Dodgers,49,30.3,4.12,162,6140,5426,667,1368,270,29,120,621,92,50,533,1184,.252,.322,.379,.700,92,2056,123,46,85,50,57,1142
2010,NL,Milwaukee Brewers,43,27.9,4.63,162,6304,5606,750,1471,293,33,182,710,81,26,546,1216,.262,.335,.424,.759,103,2376,115,81,35,35,35,1220
2010,NL,New York Mets,47,28.4,4.05,162,6144,5465,656,1361,266,40,128,625,130,44,502,1095,.249,.314,.383,.697,90,2091,101,46,74,57,53,1124
2010,NL,Philadelphia Phillies,42,31.8,4.77,162,6291,5581,772,1451,290,34,166,736,108,21,560,1064,.260,.332,.413,.745,98,2307,120,63,44,43,69,1194
2010,NL,Pittsburgh Pirates,52,26.5,3.62,162,5974,5386,587,1303,276,27,126,570,87,36,463,1207,.242,.304,.373,.678,84,2011,119,33,58,33,28,1078
2010,NL,San Diego Padres,40,29.1,4.10,162,6148,5434,665,1338,236,24,132,630,124,50,538,1183,.246,.317,.371,.689,93,2018,106,50,79,46,67,1125
2010,NL,San Francisco Giants,42,29.5,4.30,162,6143,5488,697,1411,284,30,162,660,55,32,487,1099,.257,.321,.408,.729,98,2241,158,50,76,41,53,1092
2010,NL,St. Louis Cardinals,42,28.8,4.54,162,6241,5542,736,1456,285,18,150,689,79,41,541,1027,.263,.332,.402,.733,100,2227,124,50,66,40,78,1164
2010,NL,Washington Nationals,46,29.1,4.04,162,6100,5418,655,1355,250,31,149,634,110,41,503,1220,.250,.318,.390,.708,91,2114,125,60,71,47,36,1113
2010,AL,Baltimore Orioles,45,28.6,3.78,162,6109,5554,613,1440,264,21,133,577,76,34,424,1056,.259,.316,.386,.702,92,2145,154,54,31,45,32,1139
2010,AL,Boston Red Sox,53,30.9,5.05,162,6356,5646,818,1511,358,22,211,782,68,17,587,1140,.268,.339,.451,.790,109,2546,130,47,29,46,43,1200
2010,AL,Chicago White Sox,40,30.6,4.64,162,6118,5484,752,1467,263,21,177,710,160,74,467,922,.268,.332,.420,.752,102,2303,148,79,50,38,23,1046
2010,AL,Cleveland Indians,45,27.2,3.99,162,6165,5487,646,1362,290,20,128,601,91,33,545,1184,.248,.322,.378,.700,96,2076,118,64,36,33,34,1186
2010,AL,Detroit Tigers,41,29.0,4.64,162,6312,5643,751,1515,308,32,152,717,69,30,546,1147,.268,.335,.415,.750,102,2343,118,41,41,41,50,1229
2010,AL,Kansas City Royals,46,28.9,4.17,162,6209,5604,676,1534,279,31,121,640,115,50,471,905,.274,.331,.399,.730,100,2238,152,35,45,53,25,1173
2010,AL,Los Angeles Angels of Anaheim,46,29.6,4.20,162,6089,5488,681,1363,276,19,155,656,104,52,466,1070,.248,.311,.390,.702,94,2142,125,52,42,37,28,1049
2010,AL,Minnesota Twins,42,28.4,4.82,162,6257,5568,781,1521,318,41,142,749,68,28,559,967,.273,.341,.422,.762,109,2347,159,39,38,53,45,1156
2010,AL,New York Yankees,43,30.3,5.30,162,6379,5567,859,1485,275,32,201,823,103,30,662,1136,.267,.350,.436,.786,108,2427,124,73,33,44,36,1228
2010,AL,Oakland Athletics,49,27.8,4.09,162,6117,5448,663,1396,276,30,109,619,156,38,527,1061,.256,.324,.378,.702,92,2059,129,47,43,51,16,1159
2010,AL,Seattle Mariners,47,29.5,3.17,162,5989,5409,513,1274,227,16,101,485,142,39,459,1184,.236,.298,.339,.637,79,1836,110,39,42,40,33,1116
2010,AL,Tampa Bay Rays,37,27.5,4.95,162,6270,5439,802,1343,295,37,160,769,172,47,672,1292,.247,.333,.403,.736,105,2192,92,57,39,57,30,1152
2010,AL,Texas Rangers,48,28.3,4.86,162,6302,5635,787,1556,268,25,162,740,123,48,511,986,.276,.338,.419,.757,98,2360,129,45,53,54,37,1174
2010,AL,Toronto Blue Jays,44,29.3,4.66,162,6072,5495,755,1364,319,21,257,732,58,20,471,1164,.248,.312,.454,.766,105,2496,114,55,16,34,25,1017
2015,NL,Arizona Diamondbacks,50,26.5,4.44,162,6276,5649,720,1494,289,48,154,680,132,44,490,1312,.264,.324,.414,.738,97,2341,134,33,46,57,40,1153
2015,NL,Atlanta Braves,60,28.8,3.54,162,6034,5420,573,1361,251,18,100,548,69,33,471,1107,.251,.314,.359,.674,87,1948,148,44,67,31,39,1145
2015,NL,Chicago Cubs,50,26.9,4.25,162,6200,5491,689,1341,272,30,171,657,95,37,567,1518,.244,.321,.398,.719,98,2186,101,74,32,35,47,1165
2015,NL,Cincinnati Reds,50,29.5,3.95,162,6196,5571,640,1382,257,27,167,613,134,38,496,1255,.248,.312,.394,.706,92,2194,112,42,47,40,38,1148
2015,NL,Colorado Rockies,51,28.0,4.55,162,6071,5572,737,1479,274,49,186,702,97,43,388,1283,.265,.315,.432,.748,89,2409,114,33,44,34,47,1016
2015,NL,Los Angeles Dodgers,55,29.6,4.12,162,6090,5385,667,1346,263,26,187,638,59,34,563,1258,.250,.326,.413,.739,106,2222,135,60,49,30,31,1121
2015,NL,Miami Marlins,51,27.9,3.78,162,5988,5463,613,1420,236,40,120,575,112,45,375,1150,.260,.310,.384,.694,93,2096,133,39,71,40,30,1059
2015,NL,Milwaukee Brewers,49,28.1,4.04,162,6024,5480,655,1378,274,34,145,624,84,29,412,1299,.251,.307,.393,.700,91,2155,130,41,55,34,35,1026
2015,NL,New York Mets,49,28.6,4.22,162,6145,5527,683,1351,295,17,177,654,51,25,488,1290,.244,.312,.400,.712,96,2211,130,68,29,32,42,1098
2015,NL,Philadelphia Phillies,50,28.0,3.86,162,6053,5529,626,1374,272,37,130,586,88,32,387,1274,.249,.303,.382,.684,89,2110,119,54,53,29,20,1066
2015,NL,Pittsburgh Pirates,46,28.2,4.30,162,6285,5631,697,1462,292,27,140,661,98,45,461,1322,.260,.323,.396,.719,97,2228,115,89,63,41,46,1166
2015,NL,San Diego Padres,46,27.7,4.01,162,6019,5457,650,1324,260,36,148,623,82,29,426,1327,.243,.300,.385,.685,91,2100,108,40,52,42,22,1028
2015,NL,San Francisco Giants,48,28.9,4.30,162,6153,5565,696,1486,288,39,136,663,93,36,457,1159,.267,.326,.406,.732,101,2260,142,49,45,37,30,1130
2015,NL,St. Louis Cardinals,46,28.4,3.99,162,6139,5484,647,1386,288,39,137,619,69,38,506,1267,.253,.321,.394,.716,95,2163,128,66,39,42,47,1152
2015,NL,Washington Nationals,44,28.4,4.34,162,6117,5428,703,1363,265,13,177,665,57,23,539,1344,.251,.321,.403,.724,96,2185,129,44,55,51,38,1114
2015,AL,Baltimore Orioles,48,27.9,4.40,162,6007,5485,713,1370,246,20,217,686,44,25,418,1331,.250,.307,.421,.728,97,2307,127,51,20,32,23,990
2015,AL,Boston Red Sox,51,28.2,4.62,162,6237,5640,748,1495,294,33,161,706,71,27,478,1148,.265,.325,.415,.740,97,2338,127,46,30,42,28,1142
2015,AL,Chicago White Sox,40,28.2,3.84,162,6070,5533,622,1381,260,27,136,595,68,42,404,1231,.250,.306,.380,.686,92,2103,125,65,30,37,22,1065
2015,AL,Cleveland Indians,49,28.0,4.16,161,6109,5439,669,1395,303,29,141,640,86,28,533,1157,.256,.325,.401,.725,93,2179,134,39,47,50,34,1147
2015,AL,Detroit Tigers,47,28.3,4.28,161,6159,5605,689,1515,289,49,151,660,83,51,455,1259,.270,.328,.420,.748,105,2355,152,41,23,35,36,1111
2015,AL,Houston Astros,46,26.3,4.50,162,6073,5459,729,1363,278,26,230,691,121,48,486,1392,.250,.315,.437,.752,107,2383,102,56,28,43,22,1036
2015,AL,Kansas City Royals,45,29.1,4.47,162,6116,5575,724,1497,300,42,139,689,104,34,383,973,.269,.322,.412,.734,98,2298,133,77,34,47,28,1079
2015,AL,Los Angeles Angels of Anaheim,51,28.7,4.08,162,5990,5417,661,1331,243,21,176,621,52,34,435,1150,.246,.307,.396,.702,97,2144,116,58,37,40,34,1013
2015,AL,Minnesota Twins,44,28.2,4.30,162,6017,5467,696,1349,277,44,156,661,70,38,439,1264,.247,.305,.399,.704,92,2182,133,40,30,41,31,993
2015,AL,New York Yankees,56,31.4,4.72,162,6268,5567,764,1397,272,19,212,737,63,25,554,1227,.251,.323,.421,.744,102,2343,105,63,24,54,23,1151
2015,AL,Oakland Athletics,52,27.9,4.28,162,6171,5600,694,1405,277,46,146,661,78,29,475,1119,.251,.312,.395,.707,96,2212,124,40,14,38,21,1102
2015,AL,Seattle Mariners,51,28.6,4.05,162,6131,5544,656,1379,262,22,198,624,69,45,478,1336,.249,.311,.411,.722,101,2279,123,36,38,35,31,1080
2015,AL,Tampa Bay Rays,51,28.5,3.98,162,6071,5485,644,1383,278,32,167,612,87,45,436,1310,.252,.314,.406,.720,100,2226,121,84,19,47,22,1075
2015,AL,Texas Rangers,57,28.7,4.64,162,6187,5511,751,1419,279,32,172,707,101,39,503,1233,.257,.325,.413,.739,98,2278,99,76,43,54,32,1130
2015,AL,Toronto Blue Jays,52,29.5,5.50,162,6232,5509,891,1480,308,17,232,852,88,23,570,1151,.269,.340,.457,.797,115,2518,140,54,36,62,12,1057
